,title,description,publishedAt,url,source,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral
33,Power grid stabilize due to weather conditions,Market update for 2025-10-12: power grid stabilize due to weather conditions,2025-10-12 12:32:01.785043,https://example.com/news/EL=F_20251012,Realistic News Generator,0.5997099460615207,0.5997099460615207,0.0,0.4002900539384793
34,Energy demand fall following export restrictions,Market update for 2025-10-13: energy demand fall following export restrictions,2025-10-13 12:32:01.785043,https://example.com/news/EL=F_20251013,Realistic News Generator,-0.41620931173305264,0.0,0.41620931173305264,0.5837906882669474
35,Energy demand surge following supply concerns,Market update for 2025-10-13: energy demand surge following supply concerns,2025-10-13 12:32:01.785043,https://example.com/news/EL=F_20251013,Realistic News Generator,0.5494825123293139,0.5494825123293139,0.0,0.4505174876706861
36,Power grid decline due to inventory levels,Market update for 2025-10-14: power grid decline due to inventory levels,2025-10-14 12:32:01.785043,https://example.com/news/EL=F_20251014,Realistic News Generator,-0.4554803332095283,0.0,0.4554803332095283,0.5445196667904717
37,Power grid fluctuate due to demand changes,Market update for 2025-10-14: power grid fluctuate due to demand changes,2025-10-14 12:32:01.785043,https://example.com/news/EL=F_20251014,Realistic News Generator,0.23970991946247128,0.23970991946247128,0.0,0.7602900805375288
38,Power grid decline due to market volatility,Market update for 2025-10-14: power grid decline due to market volatility,2025-10-14 12:32:01.785043,https://example.com/news/EL=F_20251014,Realistic News Generator,-0.49847602245154315,0.0,0.49847602245154315,0.5015239775484568
39,Renewable energy fluctuate on export restrictions,Market update for 2025-10-15: renewable energy fluctuate on export restrictions,2025-10-15 12:32:01.785043,https://example.com/news/EL=F_20251015,Realistic News Generator,-0.127630862362164,0.0,0.127630862362164,0.872369137637836
40,Electricity market surge amid geopolitical tensions,Market update for 2025-10-16: electricity market surge amid geopolitical tensions,2025-10-16 12:32:01.785043,https://example.com/news/EL=F_20251016,Realistic News Generator,0.3123383249991002,0.3123383249991002,0.0,0.6876616750008998
42,Electricity prices stabilize on inventory levels,Market update for 2025-10-17: electricity prices stabilize on inventory levels,2025-10-17 12:32:01.785043,https://example.com/news/EL=F_20251017,Realistic News Generator,0.39916553785166964,0.39916553785166964,0.0,0.6008344621483304
41,Renewable energy rise on policy changes,Market update for 2025-10-17: renewable energy rise on policy changes,2025-10-17 12:32:01.785043,https://example.com/news/EL=F_20251017,Realistic News Generator,0.7867856697923803,0.7867856697923803,0.0,0.2132143302076197
43,Renewable energy rise on geopolitical tensions,Market update for 2025-10-18: renewable energy rise on geopolitical tensions,2025-10-18 12:32:01.785043,https://example.com/news/EL=F_20251018,Realistic News Generator,0.45253868990359447,0.45253868990359447,0.0,0.5474613100964055
44,Electricity market stabilize amid economic indicators,Market update for 2025-10-19: electricity market stabilize amid economic indicators,2025-10-19 12:32:01.785043,https://example.com/news/EL=F_20251019,Realistic News Generator,0.7564329916516757,0.7564329916516757,0.0,0.24356700834832434
45,Power grid decline due to policy changes,Market update for 2025-10-19: power grid decline due to policy changes,2025-10-19 12:32:01.785043,https://example.com/news/EL=F_20251019,Realistic News Generator,-0.5332252907658844,0.0,0.5332252907658844,0.46677470923411557
46,Renewable energy fluctuate on geopolitical tensions,Market update for 2025-10-19: renewable energy fluctuate on geopolitical tensions,2025-10-19 12:32:01.785043,https://example.com/news/EL=F_20251019,Realistic News Generator,-0.0134562334903503,0.0,0.0134562334903503,0.9865437665096497
47,Power grid decline due to export restrictions,Market update for 2025-10-20: power grid decline due to export restrictions,2025-10-20 12:32:01.785043,https://example.com/news/EL=F_20251020,Realistic News Generator,-0.6989264146911303,0.0,0.6989264146911303,0.30107358530886974
48,Electricity prices stabilize on seasonal patterns,Market update for 2025-10-21: electricity prices stabilize on seasonal patterns,2025-10-21 12:32:01.785043,https://example.com/news/EL=F_20251021,Realistic News Generator,0.22244262865767933,0.22244262865767933,0.0,0.7775573713423207
49,Electricity prices fluctuate on seasonal patterns,Market update for 2025-10-21: electricity prices fluctuate on seasonal patterns,2025-10-21 12:32:01.785043,https://example.com/news/EL=F_20251021,Realistic News Generator,-0.2843931138539806,0.0,0.2843931138539806,0.7156068861460194
50,Electricity prices fluctuate on demand changes,Market update for 2025-10-21: electricity prices fluctuate on demand changes,2025-10-21 12:32:01.785043,https://example.com/news/EL=F_20251021,Realistic News Generator,0.11849701422481623,0.11849701422481623,0.0,0.8815029857751837
51,Renewable energy decline on trading activity,Market update for 2025-10-22: renewable energy decline on trading activity,2025-10-22 12:32:01.785043,https://example.com/news/EL=F_20251022,Realistic News Generator,-0.4700236827408292,0.0,0.4700236827408292,0.5299763172591708
52,Electricity market fluctuate amid weather conditions,Market update for 2025-10-22: electricity market fluctuate amid weather conditions,2025-10-22 12:32:01.785043,https://example.com/news/EL=F_20251022,Realistic News Generator,0.039339617294357476,0.039339617294357476,0.0,0.9606603827056426
54,Energy demand stabilize following inventory levels,Market update for 2025-10-23: energy demand stabilize following inventory levels,2025-10-23 12:32:01.785043,https://example.com/news/EL=F_20251023,Realistic News Generator,0.391774769818946,0.391774769818946,0.0,0.608225230181054
53,Power grid stabilize due to market volatility,Market update for 2025-10-23: power grid stabilize due to market volatility,2025-10-23 12:32:01.785043,https://example.com/news/EL=F_20251023,Realistic News Generator,0.4716041968751018,0.4716041968751018,0.0,0.5283958031248982
55,Power grid rise due to demand changes,Market update for 2025-10-23: power grid rise due to demand changes,2025-10-23 12:32:01.785043,https://example.com/news/EL=F_20251023,Realistic News Generator,0.7795078450612879,0.7795078450612879,0.0,0.2204921549387121
